Ç×°ø»ç,Ãâ¹ß °øÇ×,Ãâ¹ß ±¹°¡,Ãâ¹ß±¹°¡ÀÌ¸§,µµÂø °øÇ×,µµÂø ±¹°¡,³âµµ,¿ù,¿îÇ×È¸¼ö,Ãâ¹ß ±¹°¡,µµÂø ±¹°¡,Á¤¿ø(ÀüÃ¼)
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,OVB,RUS,2018,4,13,13,13,1950
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,OVB,RUS,2018,5,13,13,13,1950
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,6,9,9,9,2359
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,7,8,8,8,2061
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,8,9,9,9,2342
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,9,8,8,8,2015
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,10,8,8,8,2095
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,11,9,9,9,2240
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,12,8,8,8,1913
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,1,5,5,5,1235
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,2,2,2,2,511
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,3,9,9,9,2177
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,4,8,8,8,2078
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,5,10,10,10,2407
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,6,8,8,8,1976
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,7,8,8,8,2095
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,8,10,10,10,2589
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,9,8,8,8,2015
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,10,9,9,9,2291
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,11,9,9,9,2240
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,12,8,8,8,1976
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,1,10,10,10,2378
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,2,6,6,6,1293
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,3,8,8,8,2010
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,4,8,8,8,2010
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,5,10,10,10,2487
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2016,10,1,1,1,150
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2016,11,4,4,4,891
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2016,12,5,5,5,1178
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2017,1,4,4,4,985
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2017,2,4,4,4,1005
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2017,3,5,5,5,1136
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2017,4,1,1,1,150
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2017,11,4,4,4,929
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2017,12,5,5,5,1177
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2018,1,4,4,4,948
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2018,2,4,4,4,988
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2018,3,5,5,5,1121
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2018,4,4,4,4,817
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,RIX,LAT,2018,5,4,4,4,834
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,6,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,7,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,8,3,3,3,450
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,9,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,10,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2016,12,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,1,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,2,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,3,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,4,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,5,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,6,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,7,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,8,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,9,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,10,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,11,4,4,4,640
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2017,12,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2018,1,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2018,2,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2018,3,5,5,5,790
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2018,4,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,ROV,RUS,2018,5,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,6,8,8,8,1314
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,7,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,8,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,9,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,10,9,9,9,1638
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,11,9,9,9,1390
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2016,12,8,8,8,1296
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,1,9,9,9,1928
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,2,8,8,8,1586
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,3,8,8,8,1969
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,4,9,9,9,1926
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,5,9,9,9,1446
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,6,8,8,8,1394
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,7,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,8,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,9,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,10,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,11,8,8,8,1490
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2017,12,9,9,9,1641
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2018,1,8,8,8,1644
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2018,2,8,8,8,1542
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2018,3,9,9,9,1886
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2018,4,7,7,7,1438
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SHJ,UAE,2018,5,9,9,9,1698
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SIN,SGP,2018,3,1,1,1,247
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SIN,SGP,2018,4,4,4,4,988
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SIN,SGP,2018,5,5,5,5,1269
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,6,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,7,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,8,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,9,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,10,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2016,12,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,1,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,2,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,3,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,4,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,5,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,6,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,7,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,8,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,9,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,10,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2017,12,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2018,1,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2018,2,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2018,3,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2018,4,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,SVX,RUS,2018,5,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,6,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,7,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,8,3,3,3,450
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,9,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,10,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2016,12,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,1,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,2,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,3,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,4,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,5,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,6,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,7,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,8,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,9,3,3,3,450
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,10,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2017,12,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2018,1,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2018,2,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2018,3,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2018,4,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TJM,RUS,2018,5,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,6,12,12,12,2319
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,7,17,17,17,3930
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,8,18,18,18,3864
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,9,13,13,13,2695
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,10,12,12,12,2956
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,11,13,13,13,2355
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2016,12,15,15,15,3065
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,1,17,17,17,3362
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,2,12,12,12,2570
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,3,13,13,13,2569
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,4,12,12,12,2802
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,5,14,14,14,2357
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,6,13,13,13,2497
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,7,18,18,18,3972
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,8,18,18,18,3982
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,9,12,12,12,2838
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,10,14,14,14,3278
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,11,13,13,13,2281
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2017,12,17,17,17,3476
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2018,1,17,17,17,3052
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2018,2,12,12,12,2669
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2018,3,13,13,13,3034
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2018,4,13,13,13,3262
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TLV,ISR,2018,5,13,13,13,3228
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,6,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,7,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,8,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,9,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,10,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,11,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2016,12,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,1,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,2,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,3,11,11,11,1747
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,4,10,10,10,1500
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,5,13,13,13,1950
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,6,12,12,12,1800
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,7,14,14,14,2100
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,8,13,13,13,1950
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,9,10,10,10,1540
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,10,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,11,9,9,9,1350
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2017,12,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2018,1,7,7,7,1050
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2018,2,8,8,8,1200
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2018,3,19,19,19,2850
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2018,4,18,18,18,2700
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,TSE,KAZ,2018,5,17,17,17,2550
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,6,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,7,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,8,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,9,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,10,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2016,12,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,1,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,2,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,3,3,3,3,450
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,4,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,5,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,6,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,7,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,8,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,9,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,10,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,11,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2017,12,5,5,5,750
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2018,1,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2018,2,2,2,2,300
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2018,3,3,3,3,450
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2018,4,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,UFA,RUS,2018,5,4,4,4,600
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,6,8,8,8,1833
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,7,9,9,9,1823
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,8,9,9,9,1949
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,9,9,9,9,2240
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,10,6,6,6,1499
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,11,9,9,9,2143
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,12,9,9,9,2126
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,1,5,5,5,1235
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,2,5,5,5,1138
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,3,9,9,9,2126
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,4,8,8,8,1605
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,5,9,9,9,1869
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,6,9,9,9,1641
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,7,8,8,8,1462
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,8,9,9,9,1772
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,9,9,9,9,1869
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,10,7,7,7,1341
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,11,8,8,8,1753
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,12,9,9,9,1544
Uzbekistan Airways,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2018,1,8,8,8,1302
