Ç×°ø»ç,Ãâ¹ß °øÇ×,Ãâ¹ß ±¹°¡,Ãâ¹ß±¹°¡ÀÌ¸§,µµÂø °øÇ×,µµÂø ±¹°¡,³âµµ,¿ù,¿îÇ×È¸¼ö,Ãâ¹ß ±¹°¡,µµÂø ±¹°¡,Á¤¿ø(ÀüÃ¼)
Belavia,TSE,KAZ,Ä«ÀÚÈå½ºÅº,MSQ,BLR,2018,3,25,25,25,2758
Belavia,TSE,KAZ,Ä«ÀÚÈå½ºÅº,MSQ,BLR,2018,4,26,26,26,2880
Belavia,TSE,KAZ,Ä«ÀÚÈå½ºÅº,MSQ,BLR,2018,5,31,31,31,3333
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,6,29,29,29,2908
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,7,26,26,26,3648
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,8,29,29,29,3876
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,9,30,30,30,4568
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,10,29,29,29,4140
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,11,26,26,26,3494
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,12,25,25,25,3220
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,1,24,24,24,3144
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,2,25,25,25,3066
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,3,29,29,29,3854
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,4,26,26,26,3780
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,5,27,27,27,4076
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,6,24,24,24,3936
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,7,29,29,29,4712
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,8,29,29,29,4228
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,9,30,30,30,4700
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,10,27,27,27,3724
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,11,27,27,27,3924
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,12,23,23,23,2650
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2018,1,29,29,29,3106
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2018,2,18,18,18,1764
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2018,3,29,29,29,2996
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2018,4,28,28,28,3316
China Southern Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2018,5,27,27,27,3570
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,6,3,3,3,360
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,7,9,9,9,1080
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,8,4,4,4,612
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,9,7,7,7,1148
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,10,8,8,8,1268
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,11,10,10,10,1640
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2016,12,8,8,8,1312
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,1,8,8,8,1312
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,2,5,5,5,820
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,3,9,9,9,1476
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,4,8,8,8,1312
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,5,9,9,9,1476
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,6,8,8,8,1224
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,7,10,10,10,1640
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,8,9,9,9,1476
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,9,8,8,8,1268
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,10,7,7,7,1148
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,11,9,9,9,1432
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2017,12,7,7,7,1104
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2018,1,9,9,9,1476
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2018,2,4,4,4,568
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2018,3,8,8,8,1092
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2018,4,6,6,6,720
China Southern Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,URC,CHN,2018,5,4,4,4,568
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,6,6,6,6,984
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,7,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,10,3,3,3,492
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,1,1,1,1,120
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,2,5,5,5,820
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,3,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,4,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,5,8,8,8,1312
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,6,8,8,8,1268
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,7,7,7,7,1148
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,8,8,8,8,1312
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,9,8,8,8,1312
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,10,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,11,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,12,8,8,8,1312
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,1,8,8,8,1312
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,2,5,5,5,822
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,3,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,4,9,9,9,1476
China Southern Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,5,9,9,9,1476
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,6,22,22,22,2728
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,7,21,21,21,3224
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,8,21,21,21,3356
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,9,20,20,20,2752
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,10,14,14,14,2164
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,11,20,20,20,2796
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,12,22,22,22,3344
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,1,16,16,16,2492
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,2,16,16,16,2360
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,3,20,20,20,3060
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,4,21,21,21,3224
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,5,21,21,21,3224
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,6,22,22,22,3564
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,7,21,21,21,3444
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,8,21,21,21,3444
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,9,21,21,21,3180
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,10,17,17,17,2700
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,11,21,21,21,3312
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,12,22,22,22,3608
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,1,21,21,21,3444
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,2,13,13,13,2132
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,3,21,21,21,3444
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,4,21,21,21,3268
China Southern Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,5,21,21,21,3400
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,6,5,5,5,644
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,7,4,4,4,612
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,8,5,5,5,820
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,9,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,10,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,11,7,7,7,1148
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2016,12,5,5,5,820
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,1,7,7,7,1148
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,2,3,3,3,492
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,3,5,5,5,820
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,4,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,5,5,5,5,820
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,6,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,7,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,8,7,7,7,1016
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,9,8,8,8,1268
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,10,8,8,8,1312
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,11,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2017,12,4,4,4,660
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,1,6,6,6,984
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,2,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,3,8,8,8,1268
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,4,4,4,4,656
China Southern Airlines,LBD,TJK,Å¸ÁöÅ°½ºÅº,URC,CHN,2018,5,5,5,5,820
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,6,4,4,4,480
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,7,4,4,4,480
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,8,5,5,5,600
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,9,4,4,4,480
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,10,4,4,4,480
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,11,8,8,8,1136
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2016,12,7,7,7,1016
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,1,5,5,5,688
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,2,4,4,4,656
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,3,4,4,4,612
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,4,4,4,4,524
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,5,1,1,1,120
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2017,12,3,3,3,492
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,1,4,4,4,656
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,2,1,1,1,164
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,3,4,4,4,656
China Southern Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,URC,CHN,2018,4,3,3,3,492
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,6,8,8,8,1970
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,7,9,9,9,2322
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,8,9,9,9,2040
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,9,9,9,9,2134
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,10,9,9,9,2134
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,11,8,8,8,1876
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2016,12,9,9,9,2040
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,1,6,6,6,1548
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,2,8,8,8,1876
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,3,9,9,9,2040
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,4,8,8,8,1406
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,5,9,9,9,1946
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,6,9,9,9,1852
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,7,9,9,9,1852
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,8,8,8,8,1688
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,9,9,9,9,1852
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,10,9,9,9,1758
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,11,8,8,8,1594
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2017,12,9,9,9,1570
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,1,9,9,9,1592
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,2,6,6,6,1172
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,3,9,9,9,1946
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,4,9,9,9,1664
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,PEK,CHN,2018,5,8,8,8,1782
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,6,6,6,6,720
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,7,7,7,7,840
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,8,5,5,5,600
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,9,4,4,4,480
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,10,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,11,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2016,12,7,7,7,1148
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,1,7,7,7,1148
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,2,5,5,5,820
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,3,6,6,6,984
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,4,7,7,7,1148
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,5,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,6,9,9,9,1476
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,7,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,8,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,9,9,9,9,1476
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,10,8,8,8,1268
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,11,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2017,12,9,9,9,1476
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2018,1,8,8,8,1312
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2018,2,5,5,5,820
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2018,3,9,9,9,1344
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2018,4,9,9,9,1344
China Southern Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,URC,CHN,2018,5,8,8,8,1048
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,6,13,13,13,1274
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,7,13,13,13,1296
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,8,14,14,14,1394
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,9,13,13,13,1274
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,10,12,12,12,1176
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,11,13,13,13,1274
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2016,12,10,10,10,980
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,1,10,10,10,980
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,2,7,7,7,686
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,3,14,14,14,1394
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,4,11,11,11,1078
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,5,15,15,15,1470
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,6,15,15,15,1602
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,7,17,17,17,2260
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,8,16,16,16,1656
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,9,15,15,15,1470
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,10,9,9,9,882
China Southern Airlines,TSE,KAZ,Ä«ÀÚÈå½ºÅº,URC,CHN,2017,11,10,10,10,980
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,6,3,3,3,432
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,7,3,3,3,432
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,8,3,3,3,432
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,9,2,2,2,288
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,6,3,3,3,432
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,7,3,3,3,432
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,8,3,3,3,432
Ellinair,ALA,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,9,2,2,2,288
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,6,2,2,2,288
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,7,3,3,3,432
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,8,3,3,3,432
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2016,9,4,4,4,576
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,6,3,3,3,432
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,7,2,2,2,288
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,8,3,3,3,432
Ellinair,TSE,KAZ,Ä«ÀÚÈå½ºÅº,SKG,GRE,2017,9,1,1,1,144
Etihad Airways,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,6,13,13,13,1438
Etihad Airways,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,7,13,13,13,1408
Etihad Airways,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,8,13,13,13,1528
Etihad Airways,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,9,13,13,13,1438
Etihad Airways,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,10,12,12,12,1362
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,6,9,9,9,1014
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,7,9,9,9,1014
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,8,9,9,9,984
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,9,8,8,8,848
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,10,9,9,9,954
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,11,9,9,9,1224
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2016,12,9,9,9,1224
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,1,8,8,8,1088
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,2,8,8,8,998
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,3,9,9,9,1164
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,4,9,9,9,1194
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,5,9,9,9,1224
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,6,8,8,8,1088
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,7,9,9,9,1194
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,8,9,9,9,1224
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,9,9,9,9,1194
Etihad Airways,TSE,KAZ,Ä«ÀÚÈå½ºÅº,AUH,UAE,2017,10,8,8,8,1088
